loss,dice_coef,dice_loss,specificity,sensitivity,accuracy,val_loss,val_dice_coef,val_dice_loss,val_specificity,val_sensitivity,val_accuracy
-1.4300098419189453,0.03658400848507881,0.9634159207344055,0.026966245844960213,0.9730519652366638,0.006918716244399548,-0.7077895998954773,0.029738012701272964,0.9702621102333069,0.31949546933174133,0.6807356476783752,0.00201416015625
