loss,dice_coef,dice_loss,specificity,sensitivity,accuracy,val_loss,val_dice_coef,val_dice_loss,val_specificity,val_sensitivity,val_accuracy
0.8380957245826721,0.04969046637415886,0.950309693813324,0.5617953538894653,0.5068972110748291,0.5590691566467285,-1.2510284185409546,0.10216210037469864,0.8978378772735596,0.09998747706413269,0.9000119566917419,0.10075996071100235
