loss,dice_coef,dice_loss,specificity,sensitivity,accuracy,val_loss,val_dice_coef,val_dice_loss,val_specificity,val_sensitivity,val_accuracy
0.9758312106132507,0.009145976975560188,0.9908541440963745,0.4538957476615906,0.8006488084793091,0.4580535888671875,0.9598888158798218,0.008824809454381466,0.9911750555038452,0.9622572064399719,0.2302440106868744,0.9417340755462646
